candidate_id,pr_number,html_url,title,merged_month,change_type,primary_scope,project_scopes,architecture_shape,architectures,cross_component,cross_scope,affected_hardware_scope,affected_platforms,changed_files,churn,verification_test_assets,verification_methods,reproduction_confidence,reproduction_commands,workload_bucket,final_100_bucket_quota,candidate_300_bucket_quota
vllm-cpu-300-137,41134,https://github.com/vllm-project/vllm/pull/41134,Defer flashinfer cubin download to avoid ~2.5 GB (decompressed) layer duplication,2026-04,performance,build,build,support_only,support_only,False,False,backend_specific,nvidia_cuda,1,11,none,build_install,medium,DOCKER_BUILDKIT=1 docker build -f docker/Dockerfile -t vllm-openai . || dive vllm-openai,performance | build | support_only,1,3
vllm-cpu-300-138,41024,https://github.com/vllm-project/vllm/pull/41024,[FEATURE] Add EagleMistralForCausalLM,2026-04,feature,production_code,production_code;tests,multi_component,model_implementation;speculative_decoding,True,True,backend_agnostic,backend_agnostic,3,172,modified,unit_test,medium,tests/models/test_registry.py::test_registry_imports,feature | production_code | multi_component,7,21
vllm-cpu-300-139,41149,https://github.com/vllm-project/vllm/pull/41149,[CI/Build] Auto-detect manylinux ABI tag for nightly wheels,2026-04,build,build,build;ci,support_only,support_only,False,True,cross_backend,cpu;nvidia_cuda;amd_rocm,8,401,none,build_install,medium,"DOCKER_BUILDKIT=1 docker build --build-arg max_jobs=16 --build-arg USE_SCCACHE=1 --build-arg GIT_REPO_CHECK=1 --build-arg CUDA_VERSION=12.9.1 --build-arg torch_cuda_arch_list=""${CUDA_ARCH_X86_CU129}"" --tag vllm-ci:build-image --target build --progress plain -f docker/Dockerfile . || docker run --rm -v $(pwd)/artifacts:/artifacts_host vllm-ci:build-image bash -c 'cp -r dist /artifacts_host && chmod -R a+rw /artifacts_host' || bash .buildkite/scripts/upload-nightly-wheels.sh",build | build | support_only,5,15
vllm-cpu-300-140,41198,https://github.com/vllm-project/vllm/pull/41198,[Bugfix] DSV32/V4 add missing type conversion for non-streaming tool calls,2026-04,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,27,added,unit_test,high,pytest -v -s tool_parsers,bugfix | production_code | single_component,36,108
vllm-cpu-300-141,41377,https://github.com/vllm-project/vllm/pull/41377,[CI/Build] Skip terratorch + torchgeo while PyPI has lightning quarantined,2026-04,build,tests,build;tests,support_only,support_only,False,True,cross_backend,nvidia_cuda;amd_rocm,8,605,modified,static_check,high,pre-commit run pip-compile --files requirements/test/cuda.in || pre-commit run pip-compile-rocm --files requirements/test/rocm.in,build | tests | support_only,1,3
vllm-cpu-300-142,41228,https://github.com/vllm-project/vllm/pull/41228,[kv_offload+HMA][12/N]: Scheduler-side support for sliding window groups,2026-05,feature,production_code,production_code,single_component,kv_cache_data_movement,False,False,backend_agnostic,backend_agnostic,1,378,none,unit_test;integration_test,medium,uv pip install --system -r /vllm-workspace/requirements/kv_connectors.txt || export VLLM_WORKER_MULTIPROC_METHOD=spawn || pytest -v -s -m 'not cpu_test' v1/kv_connector/unit,feature | production_code | single_component,9,27
vllm-cpu-300-143,40451,https://github.com/vllm-project/vllm/pull/40451,[Hardware][Power]Add Power VSX Attention Backend and fix l2 Cache Crash,2026-05,feature,production_code,production_code,multi_component,attention;kernels_operators,True,False,backend_specific,cpu,8,408,none,end_to_end_test;performance_benchmark,medium,bash .buildkite/scripts/hardware_ci/run-cpu-test-ppc64le.sh || vllm serve ibm-granite/granite-3.3-8b-instruct --port 8000 --max-model-len 512 --max-num-batched-tokens 8192 --dtype bfloat16,feature | production_code | multi_component,7,21
vllm-cpu-300-144,38099,https://github.com/vllm-project/vllm/pull/38099,[Bugfix] Suggest upgrading Transformers for tokenizer class errors,2026-05,bugfix,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,5,none,manual,high,"python - <<'PY'
from unittest.mock import patch

from vllm.tokenizers.hf import CachedHfTokenizer

error = ValueError(""Tokenizer class TokenizersBackend does not exist or is not currently imported."")
with patch(""vllm.tokenizers.hf.AutoTokenizer.from_pretrained"", side_effect=error):
    try:
        CachedHfTokenizer.from_pretrained(""dummy-tokenizer"")
    except Exception as exc:
        print(f""{type(exc).__name__}: {exc}"")
        print(""contains upgrade hint:"", ""uv pip install --upgrade transformers"" in str(exc))
PY",bugfix | production_code | single_component,36,108
vllm-cpu-300-145,41571,https://github.com/vllm-project/vllm/pull/41571,[Spec Decode] Fix max_model_len logging in speculative config for draft model,2026-05,bugfix,production_code,production_code;tests,single_component,speculative_decoding,False,True,backend_agnostic,backend_agnostic,2,31,added,unit_test,high,pytest tests/v1/spec_decode/test_max_len.py::test_mtp_speculative_config_max_model_len -xvs,bugfix | production_code | single_component,36,108
vllm-cpu-300-146,41800,https://github.com/vllm-project/vllm/pull/41800,[Bugfix] Account for truncate_prompt_tokens when computing max_tokens,2026-05,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,6,68,added,unit_test,medium,pytest -v -s entrypoints/openai/chat_completion --ignore=entrypoints/openai/chat_completion/test_chat_with_tool_reasoning.py --ignore=entrypoints/openai/chat_completion/test_oot_registration.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-147,41857,https://github.com/vllm-project/vllm/pull/41857,[CI] Enable gemma4 parser test on CI,2026-05,ci,ci,ci,support_only,support_only,False,False,cross_backend,cpu;amd_rocm,2,5,none,unit_test,high,pytest -v -s tests/reasoning/test_gemma4_reasoning_parser.py || pytest -v -s reasoning --ignore=reasoning/test_seedoss_reasoning_parser.py --ignore=reasoning/test_glm4_moe_reasoning_parser.py,ci | ci | support_only,5,15
vllm-cpu-300-148,41926,https://github.com/vllm-project/vllm/pull/41926,Make docs environment deterministic,2026-05,build,build,build;ci;developer_tooling,support_only,support_only,False,True,backend_specific,cpu,5,251,none,build_install;static_check,medium,uv pip compile requirements/docs.in -o requirements/docs.txt --python-platform x86_64-manylinux_2_28 --python-version 3.12 || uv venv $READTHEDOCS_VIRTUALENV_PATH || uv pip install --python $READTHEDOCS_VIRTUALENV_PATH/bin/python --no-cache-dir -r requirements/docs.txt || mkdocs build,build | build | support_only,5,15
vllm-cpu-300-149,41392,https://github.com/vllm-project/vllm/pull/41392,[Refactor] Nixl util using lazy init,2026-05,refactor,production_code,production_code,multi_component,kv_cache_data_movement;distributed_execution;moe,True,False,cross_backend,nvidia_cuda;amd_rocm,4,116,none,end_to_end_test;model_correctness;distributed_test,medium,".venv/bin/python -c ""import sys; import vllm.distributed.nixl_utils; assert 'nixl' not in sys.modules and 'rixl' not in sys.modules"" || .venv/bin/python -m pytest -v -s tests/v1/kv_connector/unit/test_nixl_connector.py::test_kv_transfer_handshake",refactor | production_code | multi_component,3,9
vllm-cpu-300-150,42052,https://github.com/vllm-project/vllm/pull/42052,[Frontend] Return rendered prompt text in chat completion response,2026-05,feature,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,2,23,none,integration_test;manual,medium,"VLLM_LOGGING_LEVEL=DEBUG vllm serve Qwen/Qwen3-4B-Thinking-2507 --host 0.0.0.0 --port 8000 --enable-log-requests --enable-log-outputs || curl http://localhost:8000/v1/chat/completions -H ""Content-Type: application/json"" -d '{""model"": ""Qwen/Qwen3-4B-Thinking-2507"", ""messages"": [{""role"": ""user"", ""content"": ""Please introduce yourself""}], ""return_token_ids"": true, ""return_prompt_text"": true}'",feature | production_code | single_component,9,27
vllm-cpu-300-151,42097,https://github.com/vllm-project/vllm/pull/42097,[Bugfix] Fix mismatched kernel-per-logical blocks in NIXL HMA transfer,2026-05,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,2,424,mixed,unit_test;integration_test,high,pytest -v -s -m 'cpu_test' v1/kv_connector/unit,bugfix | production_code | single_component,36,108
vllm-cpu-300-152,40984,https://github.com/vllm-project/vllm/pull/40984,feat(kv-events): emit KV cache metadata,2026-05,feature,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,8,402,mixed,unit_test,medium,".venv/bin/python -B -c ""import torch, pytest; torch.accelerator.empty_cache = lambda: None; raise SystemExit(pytest.main(['-p','no:cacheprovider','tests/distributed/test_kv_cache_events.py','tests/v1/core/test_kv_cache_utils.py','tests/v1/core/test_prefix_caching.py','-k','kv_cache_spec or sliding_window or group_idx']))"" || pytest -v -s -m 'not cpu_test' v1/core",feature | production_code | single_component,9,27
vllm-cpu-300-153,42233,https://github.com/vllm-project/vllm/pull/42233,[Bugfix] Fix scipy audio resampling ratio,2026-05,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,40,mixed,unit_test,medium,pytest -v -s -m 'not cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-154,42454,https://github.com/vllm-project/vllm/pull/42454,[Bugfix] Handle real-world gpt-oss tool call output in Harmony parsing,2026-05,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,12,851,mixed,unit_test,medium,pytest -v -s entrypoints/openai/chat_completion --ignore=entrypoints/openai/chat_completion/test_chat_with_tool_reasoning.py --ignore=entrypoints/openai/chat_completion/test_oot_registration.py || pytest -v -s entrypoints/openai/responses || pytest -sv tests/tool_parsers/test_openai_tool_parser.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-155,42536,https://github.com/vllm-project/vllm/pull/42536,Remove verifier model type check in speculative config,2026-05,bugfix,production_code,production_code,single_component,speculative_decoding,False,False,backend_agnostic,backend_agnostic,1,29,none,unit_test,medium,pytest -v -s config,bugfix | production_code | single_component,36,108
vllm-cpu-300-156,42542,https://github.com/vllm-project/vllm/pull/42542,[PD] Fix broken NIXL EP installation,2026-05,bugfix,build,build,support_only,support_only,False,False,backend_specific,nvidia_cuda,1,5,none,build_install,medium,.buildkite/image_build/image_build.sh $REGISTRY $REPO $BUILDKITE_COMMIT $BRANCH $IMAGE_TAG,bugfix | build | support_only,1,3
vllm-cpu-300-157,42535,https://github.com/vllm-project/vllm/pull/42535,[Core][MM] Do not use urllib3 to parse data URLs,2026-05,performance,production_code,production_code,single_component,input_processing_multimodal,False,False,backend_agnostic,backend_agnostic,1,30,none,integration_test;performance_benchmark,medium,tests/multimodal/media/test_connector.py::test_fetch_image_base64,performance | production_code | single_component,2,6
vllm-cpu-300-158,42570,https://github.com/vllm-project/vllm/pull/42570,[Refactor] Use shared utils in hermes tool parser,2026-05,refactor,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,1,45,none,unit_test,medium,pytest -v -s tool_parsers,refactor | production_code | single_component,6,18
vllm-cpu-300-159,42128,https://github.com/vllm-project/vllm/pull/42128,[Bugfix] Fix Gemma4ToolParser streaming float corruption,2026-05,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,2,41,added,unit_test,high,pytest -v -s tool_parsers,bugfix | production_code | single_component,36,108
vllm-cpu-300-160,40453,https://github.com/vllm-project/vllm/pull/40453,Update Dockerfile.rocm for AINIC & Thor NIC,2026-05,build,build,build,support_only,support_only,False,False,backend_specific,amd_rocm,1,85,none,build_install,high,"docker build --build-arg max_jobs=16 --build-arg REMOTE_VLLM=1 --build-arg ARG_PYTORCH_ROCM_ARCH='gfx90a;gfx942;gfx950' --build-arg VLLM_BRANCH=$BUILDKITE_COMMIT --tag ""rocm/vllm-ci:${BUILDKITE_COMMIT}"" -f docker/Dockerfile.rocm --target test --no-cache --progress plain .",build | build | support_only,5,15
vllm-cpu-300-161,42586,https://github.com/vllm-project/vllm/pull/42586,[Bugfix][Multimodal] PyAV video backend returns keyframes labeled as targets,2026-05,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,3,106,added,unit_test,medium,pytest -v -s -m 'cpu_test' multimodal,bugfix | production_code | single_component,36,108
vllm-cpu-300-162,42660,https://github.com/vllm-project/vllm/pull/42660,[Bugfix] Fix incorrect chat template format for Qwen3.5,2026-05,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,False,True,backend_agnostic,backend_agnostic,2,6,modified,unit_test,medium,pytest -v -s renderers,bugfix | production_code | single_component,36,108
vllm-cpu-300-163,42709,https://github.com/vllm-project/vllm/pull/42709,[Bugfix] Ensure embeding model compilation on CPU,2026-05,bugfix,production_code,production_code,multi_component,worker_model_runner;compilation,True,False,backend_specific,cpu,1,5,none,model_correctness,medium,pytest -x -v -s tests/models/language/pooling -m cpu_model,bugfix | production_code | multi_component,9,27
vllm-cpu-300-164,42594,https://github.com/vllm-project/vllm/pull/42594,fix: add API key authorization to /v2 endpoints,2026-05,bugfix,production_code,production_code;tests;documentation_examples,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,3,62,mixed,end_to_end_test,medium,pytest -v -s entrypoints/serve/instrumentator,bugfix | production_code | single_component,36,108
vllm-cpu-300-165,42757,https://github.com/vllm-project/vllm/pull/42757,[LoRA][Bugfix] Dedup LoRA wrapping for modules referenced from multiple attribute paths (MoE gate),2026-05,bugfix,production_code,production_code;tests,single_component,lora,False,True,backend_agnostic,backend_agnostic,2,115,added,unit_test,medium,tests/lora/test_lora_manager.py::test_dedup_shared_module_across_paths || tests/lora/test_lora_manager.py::test_lm_head_exempt_from_dedup,bugfix | production_code | single_component,36,108
vllm-cpu-300-166,42567,https://github.com/vllm-project/vllm/pull/42567,[CI] Add NIXL EP import canary,2026-05,test,tests,tests,support_only,support_only,False,False,backend_specific,nvidia_cuda,2,66,mixed,integration_test;distributed_test,medium,uv pip install --system -r /vllm-workspace/requirements/kv_connectors.txt || python3 -m pytest -s -x v1/kv_connector/nixl_integration/test_nixl_imports.py,test | tests | support_only,4,12
vllm-cpu-300-167,42929,https://github.com/vllm-project/vllm/pull/42929,Improve logging when docs build is skipped,2026-05,ci,build,ci;build,support_only,support_only,False,True,backend_agnostic,backend_agnostic,2,80,none,static_check;build_install,medium,bash docs/pre_run_check.sh,ci | build | support_only,1,3
vllm-cpu-300-168,42582,https://github.com/vllm-project/vllm/pull/42582,delete xpu ci,2026-05,ci,ci,ci,support_only,support_only,False,False,backend_specific,intel_xpu,2,60,none,other,medium,buildkite/ci/pr || buildkite/intel-ci,ci | ci | support_only,5,15
vllm-cpu-300-169,42955,https://github.com/vllm-project/vllm/pull/42955,[MRv2] Default to MRv1 when a connector is present,2026-05,bugfix,production_code,production_code;tests,multi_component,worker_model_runner;kv_cache_data_movement,True,True,backend_agnostic,backend_agnostic,2,11,added,unit_test,medium,pytest -v -s test_config.py,bugfix | production_code | multi_component,9,27
vllm-cpu-300-170,43025,https://github.com/vllm-project/vllm/pull/43025,[Refactor] Extract extract_types_from_schema utility from Minimax M2 tool parser,2026-05,refactor,production_code,production_code;tests,single_component,other,False,True,backend_agnostic,backend_agnostic,3,229,added,unit_test,medium,pytest -v -s tool_parsers,refactor | production_code | single_component,6,18
vllm-cpu-300-171,43076,https://github.com/vllm-project/vllm/pull/43076,[KV Offload] Pass `OffloadingSpec` instead of `VllmConfig` to secondary tiers,2026-05,feature,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,5,30,modified,unit_test,medium,pytest -s -v tests/v1/kv_offload/test_tiering_offloading.py,feature | production_code | single_component,9,27
vllm-cpu-300-172,42452,https://github.com/vllm-project/vllm/pull/42452,[Bug][Structured Outputs] Fix bug that leads to unconstrained generations with structural tags,2026-05,bugfix,production_code,production_code;tests,multi_component,sampling;speculative_decoding,True,True,backend_agnostic,backend_agnostic,2,44,added,unit_test,high,pytest -v -s v1/structured_output,bugfix | production_code | multi_component,9,27
vllm-cpu-300-173,43019,https://github.com/vllm-project/vllm/pull/43019,[Bugfix] Use shared coerce_to_schema_type in DeepSeekV32 tool parser,2026-05,bugfix,production_code,production_code;tests,single_component,other,False,True,backend_agnostic,backend_agnostic,2,555,mixed,unit_test,high,pytest -v -s tool_parsers,bugfix | production_code | single_component,36,108
vllm-cpu-300-174,43140,https://github.com/vllm-project/vllm/pull/43140,[Refactor] Use shared coerce_to_schema_type in Seed-OSS tool parser,2026-05,refactor,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,1,133,none,unit_test,high,pytest -v -s tool_parsers,refactor | production_code | single_component,6,18
vllm-cpu-300-175,43516,https://github.com/vllm-project/vllm/pull/43516,[KV Connector][Bugfix] MooncakeStore: don't double-apply Eagle prune in load_mask,2026-05,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,False,True,backend_agnostic,backend_agnostic,2,119,added,unit_test,medium,.venv/bin/python -m pytest tests/v1/kv_connector/unit/test_mooncake_store_coordinator.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-176,43627,https://github.com/vllm-project/vllm/pull/43627,[KV Connector] MooncakeStore: drop dead discard_partial_chunks parameter,2026-05,refactor,production_code,production_code,single_component,kv_cache_data_movement,False,False,backend_agnostic,backend_agnostic,1,13,none,unit_test,medium,pytest tests/v1/kv_connector/unit/test_mooncake_store_scheduler.py -v,refactor | production_code | single_component,6,18
vllm-cpu-300-177,42585,https://github.com/vllm-project/vllm/pull/42585,[Bugfix][V1] Fix TOCTOU race causing intermittent `EADDRINUSE` on multi-API-server DP startup,2026-05,bugfix,production_code,production_code;tests,multi_component,serving_api;engine;distributed_execution,True,True,backend_agnostic,backend_agnostic,7,366,added,unit_test,medium,pytest -v -s entrypoints/ --ignore=entrypoints/llm --ignore=entrypoints/rpc --ignore=entrypoints/sleep --ignore=entrypoints/serve/instrumentator --ignore=entrypoints/openai --ignore=entrypoints/offline_mode --ignore=entrypoints/test_chat_utils.py --ignore=entrypoints/pooling --ignore=entrypoints/speech_to_text,bugfix | production_code | multi_component,9,27
vllm-cpu-300-178,41303,https://github.com/vllm-project/vllm/pull/41303,[ci] Add arm64 ci image,2026-05,ci,build,ci;build,support_only,support_only,False,True,backend_specific,nvidia_cuda,4,67,none,build_install,medium,.buildkite/image_build/image_build_arm64.sh $REGISTRY $REPO $BUILDKITE_COMMIT,ci | build | support_only,1,3
vllm-cpu-300-179,39155,https://github.com/vllm-project/vllm/pull/39155,[BugFix] HFValidationError with cloud storage URIs when HF_HUB_OFFLINE=1,2026-05,bugfix,production_code,production_code;tests,single_component,model_loading_layers,False,True,backend_agnostic,backend_agnostic,4,73,added,unit_test;manual,medium,tests/engine/test_arg_utils.py::test_cloud_storage_uri_skips_get_model_path || tests/engine/test_arg_utils.py::test_cloud_storage_tokenizer_skips_get_model_path || tests/test_config.py::test_s3_url_different_model_and_tokenizer,bugfix | production_code | single_component,36,108
vllm-cpu-300-180,43815,https://github.com/vllm-project/vllm/pull/43815,[ROCm][CI] Stabilize Cargo cache and pre-test image checks,2026-05,ci,build,ci;build,support_only,support_only,False,True,backend_specific,amd_rocm,3,75,none,build_install,high,"docker build --build-arg max_jobs=16 --build-arg REMOTE_VLLM=1 --build-arg ARG_PYTORCH_ROCM_ARCH='gfx90a;gfx942;gfx950' --build-arg VLLM_BRANCH=$BUILDKITE_COMMIT --tag ""rocm/vllm-ci:${BUILDKITE_COMMIT}"" -f docker/Dockerfile.rocm --target test --no-cache --progress plain . || docker run --rm --network=none --entrypoint /bin/bash ""rocm/vllm-ci:${BUILDKITE_COMMIT}"" -ec '
        if [ ! -d /vllm-workspace ]; then echo Missing directory: /vllm-workspace >&2; exit 1; fi
        if [ ! -d /vllm-workspace/tests ]; then echo Missing directory: /vllm-workspace/tests >&2; exit 1; fi
        if [ ! -d /vllm-workspace/src/vllm ]; then echo Missing directory: /vllm-workspace/src/vllm >&2; exit 1; fi
        if [ ! -x /vllm-workspace/src/vllm/vllm-rs ]; then echo Missing executable: /vllm-workspace/src/vllm/vllm-rs >&2; exit 1; fi
        command -v python3
        command -v uv
        command -v pytest
        if ! command -v amd-smi >/dev/null 2>&1 && ! command -v rocminfo >/dev/null 2>&1; then
          echo No ROCm CLI found in image >&2
          exit 1
        fi
        python3 - <<PY
      import torch, vllm
      print(torch.__version__)
      print(vllm.__version__)
      PY
        echo AMD image smoke OK
      '",ci | build | support_only,1,3
vllm-cpu-300-181,42683,https://github.com/vllm-project/vllm/pull/42683,[Bugfix][Frontend] streaming tool-call serializer drops first args chunk when name and args share a DeltaMessage ,2026-05,bugfix,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,4,280,mixed,unit_test;integration_test,high,pytest -v -s entrypoints/openai/responses,bugfix | production_code | single_component,36,108
vllm-cpu-300-182,43688,https://github.com/vllm-project/vllm/pull/43688,[Feature] SSL support for dp supervisor,2026-05,feature,production_code,production_code;tests,multi_component,serving_api;distributed_execution,True,True,backend_agnostic,backend_agnostic,2,165,mixed,unit_test;integration_test,medium,pytest -v -s tests/entrypoints/openai/test_dp_supervisor.py,feature | production_code | multi_component,7,21
vllm-cpu-300-183,44028,https://github.com/vllm-project/vllm/pull/44028,[ROCm][CI] Fix failure in the Phi3V pooling test,2026-05,test,tests,tests,support_only,support_only,False,False,backend_specific,amd_rocm,1,72,mixed,integration_test,medium,tests/models/multimodal/pooling/test_phi3v.py::test_models_image_special_tokens_processing,test | tests | support_only,4,12
vllm-cpu-300-184,44267,https://github.com/vllm-project/vllm/pull/44267,[Refactor] Unify reasoning + tool-call parsing behind Parser.parse(),2026-06,refactor,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,5,561,mixed,integration_test,medium,pytest tests/parser/,refactor | production_code | single_component,6,18
vllm-cpu-300-185,43774,https://github.com/vllm-project/vllm/pull/43774,[Rust Frontend] Add server router extension hook,2026-06,feature,production_code,production_code,single_component,serving_api,False,False,backend_agnostic,backend_agnostic,1,19,none,unit_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,feature | production_code | single_component,9,27
vllm-cpu-300-186,44463,https://github.com/vllm-project/vllm/pull/44463,[CI] Resolve release V2 docker build after ROCm CI wheels change,2026-06,build,build,build,support_only,support_only,False,False,backend_agnostic,backend_agnostic,2,10,none,static_check;build_install,medium,"DOCKER_BUILDKIT=1 docker build $(bash .buildkite/scripts/docker-build-metadata-args.sh cu129) --build-arg max_jobs=16 --build-arg USE_SCCACHE=1 --build-arg GIT_REPO_CHECK=1 --build-arg CUDA_VERSION=12.9.1 --build-arg torch_cuda_arch_list=""${CUDA_ARCH_X86_CU129}"" --build-arg INSTALL_KV_CONNECTORS=true --build-arg MOONCAKE_WHEEL_AARCH64=""${MOONCAKE_WHEEL_AARCH64_2_35}"" --build-arg MOONCAKE_WHEEL_X86_64=""${MOONCAKE_WHEEL_X86_64}"" --target vllm-openai --progress plain -f docker/Dockerfile . || bash -n tools/check_repo.sh",build | build | support_only,5,15
vllm-cpu-300-187,44497,https://github.com/vllm-project/vllm/pull/44497,[CI] Reverted gitignore changes,2026-06,build,build,build,support_only,support_only,False,False,backend_specific,amd_rocm,3,14,none,build_install,high,bash .buildkite/scripts/ci-bake-rocm.sh test-rocm-ci-with-wheel,build | build | support_only,5,15
vllm-cpu-300-188,44534,https://github.com/vllm-project/vllm/pull/44534,Add GH token to docs build pre run check,2026-06,ci,ci,ci,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,8,none,build_install,high,bash docs/pre_run_check.sh,ci | ci | support_only,5,15
vllm-cpu-300-189,44615,https://github.com/vllm-project/vllm/pull/44615,[Bugfix] Fix gemma4 crash on CPU: guard mem_get_info call,2026-06,bugfix,production_code,production_code,single_component,device_platform,False,False,backend_specific,cpu,1,5,none,integration_test,high,pip install git+https://github.com/TIGER-AI-Lab/Mantis.git || pytest -v -s models/multimodal/processing --ignore models/multimodal/processing/test_tensor_schema.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-190,44805,https://github.com/vllm-project/vllm/pull/44805,Added extra_repr() to pooler classes to improve debuggability,2026-06,feature,production_code,production_code,single_component,model_loading_layers,False,False,backend_agnostic,backend_agnostic,7,73,none,manual,medium,pytest -x -v -s tests/models/language/pooling -m cpu_model || .venv/bin/python /tmp/test_repr.py,feature | production_code | single_component,9,27
vllm-cpu-300-191,44499,https://github.com/vllm-project/vllm/pull/44499,"[Rust Frontend] Add /pause, /resume, /is_paused endpoints",2026-06,feature,production_code,production_code;tests,single_component,serving_api,False,True,backend_agnostic,backend_agnostic,4,284,mixed,integration_test,high,.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,feature | production_code | single_component,9,27
vllm-cpu-300-192,44852,https://github.com/vllm-project/vllm/pull/44852,[CI/Build][CPU] Fix flaky CI image build failure and unexpected warnings,2026-06,bugfix,production_code,production_code;build,single_component,kernels_operators,False,True,backend_specific,cpu,2,9,none,build_install;kernel_correctness,medium,.buildkite/image_build/image_build_cpu.sh $REGISTRY $REPO $BUILDKITE_COMMIT || pytest -x -v -s tests/kernels/test_onednn.py,bugfix | production_code | single_component,36,108
vllm-cpu-300-193,44595,https://github.com/vllm-project/vllm/pull/44595,"[Misc] usage_stats: report more engine, spec-decode, and EP config",2026-06,feature,production_code,production_code,single_component,reliability_observability,False,False,backend_agnostic,backend_agnostic,1,48,none,manual,medium,"LLM(model=""facebook/opt-125m"", max_model_len=512)",feature | production_code | single_component,9,27
vllm-cpu-300-194,45059,https://github.com/vllm-project/vllm/pull/45059,fix: AOT compile cache collision for dataclass-based HF configs,2026-06,bugfix,production_code,production_code,single_component,compilation,False,False,backend_agnostic,backend_agnostic,1,24,none,unit_test,high,pytest -v -s config,bugfix | production_code | single_component,36,108
vllm-cpu-300-195,45153,https://github.com/vllm-project/vllm/pull/45153,[CI] Ping Mistral team for ministral/voxtral/mixtral/pixtral changes,2026-06,ci,ci,ci,support_only,support_only,False,False,backend_agnostic,backend_agnostic,1,8,none,static_check,medium,Configuration changed,ci | ci | support_only,5,15
vllm-cpu-300-196,44978,https://github.com/vllm-project/vllm/pull/44978,[EPLB] Reject NCCL-based EPLB communicators with async EPLB,2026-06,bugfix,production_code,production_code;tests,multi_component,moe;distributed_execution,True,True,backend_specific,nvidia_cuda,8,69,mixed,integration_test;distributed_test;kernel_correctness,medium,pytest -v -s config,bugfix | production_code | multi_component,9,27
vllm-cpu-300-197,45025,https://github.com/vllm-project/vllm/pull/45025,[Bugfix][Rust Frontend] Stop unescaping XML-style tool-call parameter values,2026-06,bugfix,production_code,production_code;tests,single_component,other,False,True,backend_agnostic,backend_agnostic,6,156,mixed,unit_test,high,./.buildkite/scripts/run-rust-frontend-cargo-ci.sh test,bugfix | production_code | single_component,36,108
vllm-cpu-300-198,45089,https://github.com/vllm-project/vllm/pull/45089,Use std::bit_cast for type punning in CPU kernels,2026-06,refactor,production_code,production_code,single_component,kernels_operators,False,False,backend_specific,cpu,3,92,none,build_install;kernel_correctness,medium,"bash .buildkite/scripts/hardware_ci/run-cpu-test.sh 30m ""
pytest -x -v -s tests/kernels/attention/test_cpu_attn.py
pytest -x -v -s tests/kernels/moe/test_cpu_fused_moe.py
pytest -x -v -s tests/kernels/moe/test_cpu_quant_fused_moe.py
pytest -x -v -s tests/kernels/test_onednn.py
pytest -x -v -s tests/kernels/test_awq_int4_to_int8.py
pytest -x -v -s tests/kernels/quantization/test_cpu_fp8_scaled_mm.py
pytest -x -v -s tests/kernels/mamba/cpu/test_cpu_gdn_ops.py""",refactor | production_code | single_component,6,18
vllm-cpu-300-199,45116,https://github.com/vllm-project/vllm/pull/45116,[Security] Reject non-finite temperature and repetition_penalty values,2026-06,bugfix,production_code,production_code;tests,single_component,sampling,False,True,backend_agnostic,backend_agnostic,2,63,added,unit_test,high,pytest tests/samplers/test_non_finite_params.py -v,bugfix | production_code | single_component,36,108
